CD_CLIENTE,INADIMPLENTE,NM_MUN,SG_UF,SCORE,TEM_AUXILIO,TEM_BOLSAFAMILIA,NM_REGIAO,CD_UF,CD_MUN,PF_CNT,PF_VOL,PF_ITS,PF_TPR,PF_GRV,PF_MRC,PF_TDC,PF_FRQ,PF_VLR,PF_REC,PF_ETB,PF_MOD01,PF_MOD02,PF_MOD03,PF_MOD04,Bancarizado,OCUPACAO,IDADE,CD_MESO
1,0,FEIRA DE SANTANA,BA,588,1,0,NORDESTE,29,2910800,1.88,62.74,0,0,1,0,74.11,92.67,1,38.99,1,0,0,67.67,101,1,3,42,2910
2,0,SAO PEDRO DO SUL,RS,243,1,0,SUL,43,4319406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,4319
3,0,RIO BRANCO,AC,305,1,0,NORTE,12,1200401,101,0,0,93.46,101,1,51,101,0,10.97,1,0,101,0,0,0,3,29,1200
4,0,NATAL,RN,485,1,0,NORDESTE,24,2408102,22.29,53.67,0,0,5.65,89.29,51,101,67.25,67.4,67.4,0,0,0,101,1,3,49,2408
5,1,BREVES,PA,129,1,0,NORTE,15,1501808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,1501
6,1,ITAGUAI,RJ,580,0,0,SUDESTE,33,3302007,1,78.42,7.39,0,1,0,51,76,64.18,38.99,1,0,0,51,101,1,1,57,3302
7,0,RIO DE JANEIRO,RJ,834,0,0,SUDESTE,33,3304557,1,90.12,0,6.99,5.35,1,51,101,101,20.74,1,0,101,0,101,1,3,55,3304
8,0,CAMPOS DOS GOYTACAZES,RJ,866,0,0,SUDESTE,33,3301009,1,73.55,101,85.55,5.17,1,89.08,101,31.21,81.05,69.87,0,92.67,101,101,1,3,59,3301
9,0,PIRACICABA,SP,756,0,0,SUDESTE,35,3538709,1,85.05,0,45.62,9.33,1,12.92,101,23.19,10.97,1,0,101,0,0,0,2,69,3538
10,0,ACARAU,CE,885,0,0,NORDESTE,23,2300200,0,0,1,0,0,0,0,0,0,0,1,0,0,26,0,0,3,38,2300
11,0,ESTEIO,RS,627,1,0,SUL,43,4307708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,4307
12,0,FORTALEZA,CE,718,0,0,NORDESTE,23,2304400,2.51,55.3,0,0,1,0,51,1,0,10.97,1,0,0,0,76,1,1,50,2304
13,0,TERESINA,PI,370,1,0,NORDESTE,22,2211001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,2211
14,1,NILOPOLIS,RJ,644,1,0,SUDESTE,33,3303203,14.83,65.97,0,0,1,0,12.92,101,1,10.97,1,0,0,0,101,1,1,55,3303
15,0,BELO HORIZONTE,MG,413,1,0,SUDESTE,31,3106200,101,0,1,14.91,101,1,1.67,101,89.94,30.13,1,0,101,26,9.33,0,2,46,3106
16,0,RIO BONITO,RJ,773,0,0,SUDESTE,33,3304300,4.57,54.43,0,72.63,1,0,51,1,0,20.74,1,0,101,0,101,1,5,69,3304
17,0,GOIATUBA,GO,550,0,0,CENTRO-OESTE,52,5209101,1.04,69.53,0,14.91,1,0,74.11,42.67,16.46,47.21,101,0,42.67,0,51,1,2,39,5209
18,0,JOAO PESSOA,PB,654,0,0,NORDESTE,25,2507507,9.37,1,0,96.79,1,0,51,9.33,0,10.97,1,0,101,0,0,0,3,44,2507
19,0,FORTALEZA,CE,735,0,0,NORDESTE,23,2304400,3.51,56.57,0,24.55,1,0,51,1,0,20.74,1,0,101,0,101,1,3,38,2304
20,1,BRASILIA,DF,366,0,0,CENTRO-OESTE,53,5300108,87.03,1,0,0,82.82,1,1.67,101,20.88,0,101,0,92.67,0,0,0,3,40,5300
21,0,BRAGANCA PAULISTA,SP,421,1,0,SUDESTE,35,3507605,0,0,1.9,0,0,0,0,0,0,10.97,1,0,0,92.67,0,0,3,63,3507
22,0,HORTOLANDIA,SP,661,0,0,SUDESTE,35,3519071,20.3,11.62,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,3,46,3519
23,1,RIO DE JANEIRO,RJ,393,1,0,SUDESTE,33,3304557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3304
24,0,RIO DE JANEIRO,RJ,542,0,0,SUDESTE,33,3304557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,3304
25,0,BALNEARIO CAMBORIU,SC,0,0,0,SUL,42,4202008,1.16,91.15,0,0,1,0,51,1,0,20.74,1,0,0,0,101,1,3,65,4202
26,1,SANTA INES,MA,536,1,0,NORDESTE,21,2109908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,2109
27,1,VILA VELHA,ES,680,0,0,SUDESTE,32,3205200,6.66,43.4,0,0,1,0,51,51,0,30.13,94.11,0,0,0,101,1,2,56,3205
28,0,VILA VELHA,ES,570,0,0,SUDESTE,32,3205200,101,1,0,0,1,0,51,1,0,0,1,0,0,0,42.67,0,3,53,3205
29,1,NITEROI,RJ,603,1,1,SUDESTE,33,3303302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,3303
30,1,ALVORADA,RS,745,1,0,SUL,43,4300604,1.31,77.48,0,0,1,0,51,1,0,20.74,1,0,0,0,101,1,3,38,4300
31,1,MACHADINHO D OESTE,RO,93,0,0,NORTE,11,1100130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,1100
32,0,VOLTA REDONDA,RJ,226,0,0,SUDESTE,33,3306305,65.83,32.64,0,66.27,12.21,1,1.09,101,84.12,72.63,1,0,101,0,101,1,5,78,3306
33,0,RIO DE JANEIRO,RJ,595,0,0,SUDESTE,33,3304557,8.13,40.42,101,75.43,12.54,84.83,1.03,101,101,94.54,50.42,0,101,101,101,1,6,53,3304
34,0,SAO JOSE,SC,686,1,0,SUL,42,4216602,8.34,24.25,0,96.79,1,0,51,26,0,10.97,1,0,101,0,0,0,3,42,4216
35,0,GRAVATAI,RS,411,0,0,SUL,43,4309209,86.14,1,0,16.86,89.24,1,1,101,101,38.99,1,0,101,0,101,1,2,40,4309
36,0,RIO DO SUL,SC,330,0,0,SUL,42,4214805,99.53,3.46,101,38.99,1,0,74.11,84.33,1,20.74,1,0,92.67,101,0,0,3,44,4214
37,0,CONTAGEM,MG,707,0,0,SUDESTE,31,3118601,56.32,1.39,0,0,1,0,12.92,92.67,1,10.97,1,0,0,0,101,1,2,62,3118
38,1,FUNDAO,ES,283,0,0,SUDESTE,32,3202207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,3202
39,0,SALVADOR,BA,775,0,0,NORDESTE,29,2927408,1,101,0,86.65,1,1,100.8,101,100.3,99.01,34.25,0,101,0,101,1,5,79,2927
40,0,SANTA ROSA,RS,892,0,0,SUL,43,4317202,1,101,101,74.52,2.14,1,74.11,101,90.68,96.62,19.98,0,101,101,101,1,3,38,4317
41,0,SAO PAULO,SP,703,1,1,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,3550
42,0,IBIRUBA,RS,631,1,0,SUL,43,4310009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,4310
43,1,JANDIRA,SP,887,0,0,SUDESTE,35,3525003,1,95.9,0,38.99,5.65,89.29,1.25,101,90.27,38.99,1,0,101,17.67,101,1,5,65,3525
44,0,CUIABA,MT,684,1,0,CENTRO-OESTE,51,5103403,84.15,1,0,0,101,1,27.89,101,12.41,0,101,0,0,0,92.67,1,3,38,5103
45,0,SAPIRANGA,RS,480,0,0,SUL,43,4319901,0,0,1,0,0,0,0,0,0,0,101,0,0,67.67,0,0,2,37,4319
46,0,PROPRIA,SE,890,0,0,NORDESTE,28,2805703,1.03,30.46,0,96.79,1,0,51,1,0,47.21,81.45,0,101,0,101,1,3,41,2805
47,0,PAROBE,RS,837,0,0,SUL,43,4314050,1.34,74.59,3.67,0,1,0,74.11,84.33,20.13,30.13,85.83,0,9.33,76,101,1,3,37,4314
48,0,MANAUS,AM,436,0,0,NORTE,13,1302603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,1302
49,0,RIO DE JANEIRO,RJ,694,1,0,SUDESTE,33,3304557,0,0,0,0,0,0,0,0,0,10.97,1,0,0,0,101,1,4,59,3304
50,0,GOIANIA,GO,728,0,0,CENTRO-OESTE,52,5208707,1,78.07,0,54.7,5.35,1,12.92,101,1,38.99,1,0,101,101,101,1,3,38,5208
51,0,PRAIA GRANDE,SP,790,0,0,SUDESTE,35,3541000,1,18.47,0,69.58,4.81,1,2.8,101,77.68,72.63,1,0,101,0,101,1,3,64,3541
52,0,VILA VELHA,ES,690,0,0,SUDESTE,32,3205200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,3205
53,0,BELO HORIZONTE,MG,739,0,0,SUDESTE,31,3106200,2.11,54.17,0,0,1,0,51,1,0,54.7,101,0,0,0,101,1,3,47,3106
54,0,TAUBATE,SP,419,0,0,SUDESTE,35,3554102,1.98,31.16,1,51.8,2.64,1,51,101,0,47.21,33.15,0,101,67.67,101,1,5,69,3554
55,0,UBERABA,MG,898,0,0,SUDESTE,31,3170107,1,101,1,12.94,1,0,96.26,92.67,65.94,61.44,1,0,101,51,101,1,2,62,3170
56,0,VARZEA GRANDE,MT,661,0,0,CENTRO-OESTE,51,5108402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,5108
57,0,MAGE,RJ,642,1,0,SUDESTE,33,3302502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,3302
58,1,RIO BRANCO,AC,417,0,0,NORTE,12,1200401,101,1,0,0,1,0,51,9.33,0,10.97,1,0,0,0,101,1,3,30,1200
59,0,CAMETA,PA,305,1,0,NORTE,15,1502103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,1502
60,1,MACAE,RJ,357,1,1,SUDESTE,33,3302403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,3302
61,0,SAO GONCALO,RJ,767,0,0,SUDESTE,33,3304904,1,101,1,75.43,6.29,92.58,1.03,101,101,99.01,14.55,0,101,101,101,1,5,68,3304
62,0,SAO GONCALO,RJ,784,0,0,SUDESTE,33,3304904,1,99.81,0,51.8,4.33,1,12.92,17.67,1,54.7,1,0,17.67,0,101,1,2,53,3304
63,0,DIAMANTINO,MT,818,0,0,CENTRO-OESTE,51,5103502,1,91.2,0,54.7,1,0,51,67.67,1,30.13,69.23,0,101,0,101,1,3,50,5103
64,0,PARANAGUA,PR,290,1,0,SUL,41,4118204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,4118
65,0,SAO GONCALO,RJ,648,0,0,SUDESTE,33,3304904,8.24,71.77,1.16,95.02,1,0,51,1,0,30.13,94.11,0,101,101,0,0,3,38,3304
66,0,MACHADINHO D OESTE,RO,290,0,0,NORTE,11,1100130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,1100
67,0,PIRACANJUBA,GO,525,1,0,CENTRO-OESTE,52,5217104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,48,5217
68,0,CEDRAL,MA,340,1,0,NORDESTE,21,2103109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,2103
69,0,CAMPOS DOS GOYTACAZES,RJ,427,0,0,SUDESTE,33,3301009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,3301
70,0,CALDAS NOVAS,GO,858,0,0,CENTRO-OESTE,52,5204508,36.12,17.41,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,2,29,5204
71,0,SAO LUIS,MA,665,0,0,NORDESTE,21,2111300,1,95.98,0,0,1,0,51,1,0,30.13,1,0,0,0,101,1,3,38,2111
72,1,SAO PAULO,SP,620,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,3550
73,0,ARIQUEMES,RO,678,1,0,NORTE,11,1100023,7.08,26.95,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,1,31,1100
74,0,SANANDUVA,RS,858,0,0,SUL,43,4316600,1,82.46,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,2,39,4316
75,0,SANANDUVA,RS,858,0,0,SUL,43,4316600,1,82.46,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,2,39,4316
76,0,ALEGRETE,RS,919,0,0,SUL,43,4300406,1,41.98,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,2,35,4300
77,0,SANTOS,SP,334,1,1,SUDESTE,35,3548500,7.32,1,0,18.81,1,0,51,1,0,20.74,1,0,51,0,101,1,3,41,3548
78,0,SORRISO,MT,353,0,0,CENTRO-OESTE,51,5107925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,5107
79,1,JOINVILLE,SC,739,0,0,SUL,42,4209102,1,46.59,0,22.65,5.17,1,27.89,84.33,77.17,38.99,81.45,0,84.33,0,101,1,2,41,4209
80,0,TERESOPOLIS,RJ,792,0,0,SUDESTE,33,3305802,1,97.7,0,0,1,0,74.11,84.33,1,20.74,1,0,0,0,101,1,3,55,3305
81,1,TERESINA,PI,567,0,0,NORDESTE,22,2211001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,2211
82,0,BELEM,PA,792,0,0,NORTE,15,1501402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,1501
83,0,TERESINA,PI,926,0,0,NORDESTE,22,2211001,1,97.82,0,3,1,0,99.2,92.67,96.59,38.99,1,0,101,67.67,101,1,3,38,2211
84,0,CAPITAO POCO,PA,476,1,0,NORTE,15,1502301,79.02,5.03,1,0,1,0,51,1,0,30.13,101,0,0,67.67,101,1,1,34,1502
85,0,GOIANIA,GO,892,0,0,CENTRO-OESTE,52,5208707,17.27,25.92,0,45.62,1,0,51,1,0,20.74,1,0,101,0,101,1,3,36,5208
86,0,FEIJO,AC,362,0,1,NORTE,12,1200302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1200
87,0,ITUMBIARA,GO,871,0,0,CENTRO-OESTE,52,5211503,2.36,39.7,0,0,1,0,51,1,0,20.74,98.68,0,0,0,101,1,3,36,5211
88,0,FOZ DO IGUACU,PR,921,0,0,SUL,41,4108304,1,101,0,96.79,3.13,1,51,101,0,38.99,81.45,0,101,101,101,1,3,44,4108
89,0,BELO HORIZONTE,MG,606,0,0,SUDESTE,31,3106200,101,2.42,100.9,42.36,36,1,2.8,101,12.38,38.99,1,0,101,101,76,1,2,83,3106
90,0,CAXIAS DO SUL,RS,603,1,0,SUL,43,4305108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,4305
91,0,MACEIO,AL,879,0,0,NORDESTE,27,2704302,1,41.71,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,3,80,2704
92,1,BRASILIA,DF,383,1,0,CENTRO-OESTE,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,5300
93,0,BELO HORIZONTE,MG,357,1,0,SUDESTE,31,3106200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,3106
94,0,BARRA MANSA,RJ,364,0,0,SUDESTE,33,3300407,1,12.33,0,78.79,5,1,12.92,101,40.88,72.63,18.67,0,101,0,101,1,5,52,3300
95,0,SALVADOR,BA,807,0,0,NORDESTE,29,2927408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,2927
96,0,PELOTAS,RS,682,0,0,SUL,43,4314407,17.84,8.67,0,0,1,0,74.11,84.33,1,10.97,1,0,0,0,101,1,3,39,4314
97,0,ITABUNA,BA,773,0,0,NORDESTE,29,2914802,1.16,37.88,0,0,1,0,89.08,92.67,20.69,20.74,1,0,0,0,101,1,1,43,2914
98,0,LONDRINA,PR,129,1,0,SUL,41,4113700,51.37,1,0,3,81,1,2.8,84.33,0,10.97,1,0,84.33,34.33,0,0,1,34,4113
99,0,RONDONOPOLIS,MT,754,0,0,CENTRO-OESTE,51,5107602,3.95,38.27,0,96.45,1,1,51,101,0,30.13,99.66,0,101,0,101,1,3,41,5107
100,0,CAMPINA GRANDE,PB,451,1,0,NORDESTE,25,2504009,1.95,43.99,0,0,1,0,27.89,92.67,14.86,20.74,1,0,0,0,101,1,3,38,2504
101,0,SETE LAGOAS,MG,856,0,0,SUDESTE,31,3167202,1,98.73,0,61.44,3.27,1,27.89,42.67,97.22,94.54,97.92,0,101,34.33,101,1,3,49,3167
102,1,PORTO ALEGRE,RS,181,0,0,SUL,43,4314902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,4314
103,0,JARU,RO,389,0,0,NORTE,11,1100114,101,1,1,61.44,101,1,1,101,100.9,10.97,1,0,101,67.67,0,0,3,33,1100
104,0,BRASILIA,DF,724,0,0,CENTRO-OESTE,53,5300108,1,19.71,1,0,1,0,51,1,0,10.97,1,0,0,17.67,101,1,6,89,5300
105,0,FORTALEZA,CE,826,0,0,NORDESTE,23,2304400,1,7.18,1,22.65,16.63,1,12.92,101,101,30.13,1,0,101,1,101,1,3,37,2304
106,0,ARAUCARIA,PR,326,1,0,SUL,41,4101804,79.24,1.02,0,95.47,60.09,1,5.74,101,87.85,54.7,69.23,0,101,0,101,1,3,35,4101
107,1,SALVADOR,BA,464,1,0,NORDESTE,29,2927408,1,7.2,0,6.99,1,0,96.26,92.67,12.73,61.44,1,0,101,0,101,1,2,39,2927
108,0,SAO PAULO,SP,580,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,3550
109,0,ILHEUS,BA,758,0,0,NORDESTE,29,2913606,1,100.9,0,0,1,0,12.92,101,51.12,20.74,1,0,0,0,101,1,3,40,2913
110,1,SANTANA,AP,302,1,0,NORTE,16,1600600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42.67,0,1,36,1600
111,1,MACEIO,AL,368,1,0,NORDESTE,27,2704302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,2704
112,0,PEDREIRA,SP,663,0,0,SUDESTE,35,3537107,20.59,16.83,0,72.63,8.27,1,1.25,101,1,54.7,1,0,101,0,101,1,3,64,3537
113,0,DOURADOS,MS,758,0,0,CENTRO-OESTE,50,5003702,1,61.42,0,48.77,45.44,1,2.8,101,100.4,20.74,1,0,101,0,0,0,3,40,5003
114,1,SAO CARLOS DO IVAI,PR,697,1,0,SUL,41,4124608,5.57,22.68,0,14.91,95.12,1,1,84.33,101,81.05,99.14,0,84.33,0,51,1,3,30,4124
115,0,PRIMAVERA DO LESTE,MT,678,1,1,CENTRO-OESTE,51,5107040,101,0,0,96.79,101,1,1.09,101,100.7,10.97,1,0,101,0,0,0,3,40,5107
116,0,TANGARA DA SERRA,MT,705,1,0,CENTRO-OESTE,51,5107958,5.83,49.72,0,28.29,11,1,51,92.67,90.6,10.97,1,0,101,0,0,0,3,62,5107
117,0,ANDRADAS,MG,633,0,0,SUDESTE,31,3102605,32.59,1,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,2,46,3102
118,1,MESQUITA,RJ,553,1,0,SUDESTE,33,3302858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,3302
119,0,BENTO GONCALVES,RS,323,0,0,SUL,43,4302105,0,0,98.68,0,0,0,0,0,0,10.97,1,0,0,101,0,0,2,36,4302
120,0,SAO LEOPOLDO,RS,826,0,0,SUL,43,4318705,1,60.54,0,0,1,0,51,34.33,0,20.74,1,0,0,101,101,1,2,39,4318
121,0,SAO CARLOS,SP,860,1,0,SUDESTE,35,3548906,1,91.29,1,0,1,0,51,51,0,38.99,89.54,0,76,67.67,101,1,3,36,3548
122,0,PINHEIRINHO DO VALE,RS,868,0,0,SUL,43,4314498,1,101,0,0,1,0,51,9.33,0,10.97,1,0,0,0,101,1,3,36,4314
123,0,MACEIO,AL,533,1,0,NORDESTE,27,2704302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2704
124,0,CARIACICA,ES,868,0,0,SUDESTE,32,3201308,1,77.35,86.44,96.45,1,0,89.08,84.33,1,54.7,91.94,101,101,101,101,1,3,51,3201
125,0,FORTALEZA,CE,866,0,0,NORDESTE,23,2304400,1,92.72,0,38.99,1,0,51,26,0,20.74,1,0,101,0,101,1,3,37,2304
126,0,COLOMBO,PR,754,0,0,SUL,41,4105805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,4105
127,0,BRASILIA,DF,440,1,0,CENTRO-OESTE,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,5300
128,0,ARCOVERDE,PE,913,0,0,NORDESTE,26,2601201,1,101,1,42.36,2.18,1,51,101,0,81.05,51.47,0,101,17.67,101,1,3,41,2601
129,0,AQUIDAUANA,MS,777,0,0,CENTRO-OESTE,50,5001102,1.05,100.9,0,58.84,2.59,78.85,89.08,101,101,54.7,59.28,0,101,0,101,1,3,36,5001
130,0,ALTA FLORESTA D OESTE,RO,875,0,0,NORTE,11,1100015,1,92.2,0,8.98,1,0,51,1,0,30.13,1,0,101,0,101,1,6,30,1100
131,0,GRAVATAI,RS,917,0,0,SUL,43,4309209,1.01,15.05,0,0,1,0,51,1,0,20.74,98.68,0,0,0,101,1,1,38,4309
132,0,VIAMAO,RS,357,0,0,SUL,43,4323002,11.87,23.59,0,82.44,1,0,51,92.67,1,47.21,1,0,17.67,0,101,1,3,45,4323
133,1,SANTAREM,PA,296,0,0,NORTE,15,1506807,1,100.9,0,12.94,7.25,97.95,12.92,101,0,47.21,69.23,0,92.67,0,101,1,1,31,1506
134,0,NATAL,RN,453,1,1,NORDESTE,24,2408102,27.93,2.53,0,96.79,26,1,27.89,101,55.84,20.74,1,0,101,0,101,1,2,40,2408
135,0,ESPIGAO D OESTE,RO,841,1,0,NORTE,11,1100098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,1100
136,0,URUANA,GO,476,0,0,CENTRO-OESTE,52,5221700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,5221
137,0,SAO PAULO,SP,671,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,3550
138,0,ALEGRETE,RS,152,0,0,SUL,43,4300406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,4300
139,0,PAROBE,RS,442,0,0,SUL,43,4314050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,4314
140,0,CRATEUS,CE,762,1,0,NORDESTE,23,2304103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,2304
141,1,ARACAJU,SE,357,1,0,NORDESTE,28,2800308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,2800
142,0,NOVO HAMBURGO,RS,576,0,0,SUL,43,4313409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,4313
143,1,VILA VELHA,ES,682,1,0,SUDESTE,32,3205200,10.98,0,0,22.65,101,1,1,101,101,47.21,1,0,101,0,101,1,3,28,3205
144,1,SAO PAULO,SP,650,1,1,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,3550
145,1,SAO LEOPOLDO,RS,61,1,1,SUL,43,4318705,101,0,0,50.3,101,1,12.92,101,100.9,20.74,1,0,101,0,101,1,2,38,4318
146,1,RIO DE JANEIRO,RJ,591,0,0,SUDESTE,33,3304557,1,3.19,0,79.57,6.95,1,5.74,101,24.62,84.37,46.01,0,101,0,101,1,3,50,3304
147,0,RIO DE JANEIRO,RJ,754,0,0,SUDESTE,33,3304557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,3304
148,0,SALVADOR,BA,495,1,0,NORDESTE,29,2927408,101,0,0,0,0,1,51,101,0,0,1,0,1,0,0,0,3,32,2927
149,0,BRASILIA,DF,860,0,0,CENTRO-OESTE,53,5300108,1,101,0,66.27,5,97.95,27.89,101,1,30.13,69.23,0,84.33,0,101,1,3,30,5300
150,1,ALEGRETE,RS,190,0,0,SUL,43,4300406,0,0,0,0,0,0,0,0,0,10.97,1,0,0,0,101,1,5,54,4300
151,0,BRASILIA,DF,919,0,0,CENTRO-OESTE,53,5300108,1,101,0,0,1,0,51,1,0,54.7,1,9.33,0,0,101,1,3,37,5300
152,0,MANHUACU,MG,743,1,0,SUDESTE,31,3139409,1.1,64.96,0,81.05,5.35,100.2,12.92,101,65.39,20.74,1,0,101,0,101,1,4,38,3139
153,1,RIO BRANCO,AC,294,0,0,NORTE,12,1200401,1.01,68.15,0,12.94,1,0,12.92,34.33,16.55,67.4,100.8,0,101,0,34.33,1,3,35,1200
154,0,RIO BRANCO,AC,864,0,0,NORTE,12,1200401,1,101,0,16.86,2.72,0,89.08,67.67,63.86,54.7,1,0,101,0,101,1,3,31,1200
155,0,SAO GONCALO,RJ,402,0,0,SUDESTE,33,3304904,8.25,37.72,0,76.31,7.9,32,1.25,101,100.7,94.54,32.56,0,101,0,101,1,3,52,3304
156,0,GUARULHOS,SP,870,0,0,SUDESTE,35,3518800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,68,3518
157,0,PORTO NACIONAL,TO,748,0,0,NORTE,17,1718204,1,100.9,0,57.49,1,0,99.2,84.33,92.32,47.21,94.11,0,101,0,101,1,2,34,1718
158,0,LAGOA SANTA,MG,743,0,0,SUDESTE,31,3137601,3.17,44.85,0,0,1,0,51,1,0,20.74,1,0,0,101,101,1,1,87,3137
159,0,SAO PAULO,SP,722,0,0,SUDESTE,35,3550308,1.11,72.15,0,31.95,1,0,74.11,101,3.54,67.4,59.28,0,26,101,101,1,2,63,3550
160,0,GRAVATAI,RS,873,0,0,SUL,43,4309209,1,101,101,5,4.33,1,27.89,101,98.28,38.99,1,0,101,101,101,1,3,34,4309
161,0,FORTALEZA,CE,892,0,0,NORDESTE,23,2304400,1,100.6,0,35.52,1,0,51,26,0,61.44,1,0,101,101,101,1,3,37,2304
162,1,JOAO LISBOA,MA,304,1,0,NORDESTE,21,2105500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,2105
163,0,BRASILIA,DF,588,0,0,CENTRO-OESTE,53,5300108,29.17,27.31,1,0,1,0,51,1,0,30.13,1,0,0,101,101,1,6,37,5300
164,0,PALMAS,TO,858,0,0,NORTE,17,1721000,1,85.4,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,3,40,1721
165,1,SAO LUIS,MA,196,0,0,NORDESTE,21,2111300,101,0,0,67.4,101,1,12.92,101,98.59,10.97,1,0,101,0,0,0,2,38,2111
166,0,PARAUAPEBAS,PA,459,0,0,NORTE,15,1505536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,1505
167,0,RIO DE JANEIRO,RJ,820,0,0,SUDESTE,33,3304557,1,92.81,0,0,1,0,12.92,101,21.26,20.74,1,0,0,0,101,1,5,61,3304
168,0,SAO PAULO,SP,610,0,0,SUDESTE,35,3550308,2.03,28.19,0,0,9.33,1,27.89,101,1,10.97,1,0,0,0,101,1,3,61,3550
169,0,GONCALVES DIAS,MA,215,1,1,NORDESTE,21,2104404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,2104
170,0,FORTALEZA,CE,540,0,0,NORDESTE,23,2304400,1.18,48.67,1,8.98,1,0,51,26,0,30.13,1,0,101,34.33,101,1,2,36,2304
171,0,RECIFE,PE,565,1,0,NORDESTE,26,2611606,52.17,9.09,0,0,1,0,51,1,0,10.97,99.66,0,0,0,101,1,1,47,2611
172,0,COSMOPOLIS,SP,281,1,0,SUDESTE,35,3512803,101,1,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,2,37,3512
