CD_CLIENTE,INADIMPLENTE,NM_MUN,SG_UF,SCORE,TEM_AUXILIO,TEM_BOLSAFAMILIA,NM_REGIAO,CD_UF,CD_MUN,PF_CNT,PF_VOL,PF_ITS,PF_TPR,PF_GRV,PF_MRC,PF_TDC,PF_FRQ,PF_VLR,PF_REC,PF_ETB,PF_MOD01,PF_MOD02,PF_MOD03,PF_MOD04,Bancarizado,OCUPACAO,IDADE,CD_MESO
6314,0,MOGI DAS CRUZES,SP,748,0,0,SUDESTE,35,3530607,1,1,1,63.91,1,0,51,1,0,54.7,96.02,0,101,1,101,1,2,38,3530
6315,0,NITEROI,RJ,868,0,0,SUDESTE,33,3303302,1.31,96.94,1.27,96.79,1,0,51,1,0,30.13,1,0,101,101,101,1,3,68,3303
6316,0,SAO JOSE DOS CAMPOS,SP,758,0,0,SUDESTE,35,3549904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,3549
6317,0,RIO DE JANEIRO,RJ,847,1,0,SUDESTE,33,3304557,1,49.33,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,3,56,3304
6318,0,CAXIAS DO SUL,RS,675,0,1,SUL,43,4305108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,62,4305
6319,0,CAMPO LIMPO PAULISTA,SP,525,1,0,SUDESTE,35,3509601,1,100.1,0,61.44,48.83,1,5.74,101,101,20.74,1,0,101,0,101,1,2,38,3509
6320,0,SAO PAULO,SP,782,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,3550
6321,0,SAO PAULO,SP,686,0,0,SUDESTE,35,3550308,101,1,0,0,0,0,51,1,0,0,1,0,1,0,0,1,3,37,3550
6322,0,SAO JOSE DO RIO PRETO,SP,936,0,0,SUDESTE,35,3549805,5.34,78.14,0,96.79,1,0,51,1,0,38.99,77.16,0,101,101,101,1,3,38,3549
6323,0,BIRIGUI,SP,317,0,0,SUDESTE,35,3506508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,37,3506
6324,0,CAMPINAS,SP,747,1,1,SUDESTE,35,3509502,101,1,0,0,1,0,51,17.67,0,0,1,0,0,0,51,0,3,38,3509
6325,0,TANGARA DA SERRA,MT,661,0,0,CENTRO-OESTE,51,5107958,101,1,0,42.36,5.17,1,51,101,0,20.74,1,0,101,0,17.67,1,1,66,5107
6326,0,SAO PAULO,SP,879,0,0,SUDESTE,35,3550308,1,101,0,0,12.36,1,51,101,0,20.74,99.66,92.67,0,0,101,1,2,37,3550
6327,0,SAO BERNARDO DO CAMPO,SP,569,1,0,SUDESTE,35,3548708,35.2,7.23,0,0,1,0,89.08,92.67,15.23,10.97,1,0,0,0,101,1,1,56,3548
6328,0,LIMEIRA,SP,665,0,0,SUDESTE,35,3526902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,3526
6329,0,SANTO ANDRE,SP,932,0,0,SUDESTE,35,3547809,0,0,1.78,0,0,0,0,0,0,30.13,101,0,0,26,0,1,3,36,3547
6330,0,ARVOREZINHA,RS,510,0,0,SUL,43,4301404,92.65,1,1,70.63,58.14,1,1.09,101,97.9,30.13,1,0,101,9.33,0,1,3,61,4301
6331,0,RIO DE JANEIRO,RJ,832,0,0,SUDESTE,33,3304557,92.41,1.51,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,3,38,3304
6332,0,JACAREI,SP,521,0,0,SUDESTE,35,3524402,0,0,0,37.27,0,0,0,0,0,47.21,101,0,9.33,0,0,1,3,39,3524
6333,1,SAO PAULO,SP,455,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,3550
6334,0,COSMOPOLIS,SP,393,1,0,SUDESTE,35,3512803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,3512
6335,0,NOVA FRIBURGO,RJ,729,0,0,SUDESTE,33,3303401,101,1,68.06,71.64,9.33,1,51,101,0,20.74,1,0,101,101,0,1,1,72,3303
6336,0,MONTENEGRO,RS,527,0,0,SUL,43,4312401,101,32.3,0,5,1,0,51,1,0,10.97,1,0,67.67,0,0,0,3,60,4312
6337,0,SAO PAULO,SP,497,1,0,SUDESTE,35,3550308,1,42.54,1,12.94,17.47,1,5.74,101,28.28,84.37,41.41,0,101,34.33,67.67,1,3,41,3550
6338,1,SAO PAULO,SP,438,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,3550
6339,0,EMBU DAS ARTES,SP,517,0,0,SUDESTE,35,3515004,62.59,3.96,0,0,1,0,51,1,0,30.13,101,0,0,0,26,1,3,38,3515
6340,0,EMBU DAS ARTES,SP,817,0,0,SUDESTE,35,3515004,1,101,88.75,42.36,3.04,1,89.08,101,97.59,67.4,52.64,0,84.33,101,101,1,3,36,3515
6341,0,PINDAMONHANGABA,SP,851,0,0,SUDESTE,35,3538006,1,92.02,1,95.02,3.27,1,27.89,101,1.79,91.51,99.8,0,101,101,101,1,3,37,3538
6342,0,SANTOPOLIS DO AGUAPEI,SP,404,0,0,SUDESTE,35,3548401,0,0,0,95.68,0,0,0,0,0,81.05,1,0,101,0,0,1,3,38,3548
6343,0,ITAPEVI,SP,849,1,0,SUDESTE,35,3522505,1,98.56,0,30.13,1,0,51,1,0,30.13,1,0,51,0,101,1,1,50,3522
6344,0,SAO PAULO,SP,499,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,3550
6345,0,LUZIANIA,GO,357,1,0,CENTRO-OESTE,52,5212501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,5212
6346,0,PIRACICABA,SP,697,0,0,SUDESTE,35,3538709,96.45,1,0,0,26,1,51,101,17.6,10.97,1,0,0,0,101,1,3,42,3538
6347,0,BORBOREMA,SP,726,1,0,SUDESTE,35,3507407,13.29,34.83,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,3,36,3507
6348,0,SAO PAULO,SP,570,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,3550
6349,0,BARUERI,SP,466,1,0,SUDESTE,35,3505708,2.04,1,0,26.43,41,1,2.8,101,100.5,10.97,1,0,101,0,0,1,3,36,3505
6350,0,OSASCO,SP,784,0,0,SUDESTE,35,3534401,1,90.49,99.13,96.45,17,1,5.74,101,9.48,38.99,1,0,101,101,101,1,3,37,3534
6351,0,TUPA,SP,601,0,0,SUDESTE,35,3555000,8.67,21.65,0,28.29,58.69,1,1,51,101,54.7,99.66,92.67,51,0,0,1,3,41,3555
6352,0,VALPARAISO DE GOIAS,GO,739,0,0,CENTRO-OESTE,52,5221858,2.36,11.82,0,0,1,0,51,34.33,0,20.74,1,0,0,0,101,1,1,54,5221
6353,0,SAO PAULO,SP,775,0,0,SUDESTE,35,3550308,1.02,27.97,0,0,1,0,51,1,0,0,101,0,92.67,0,0,1,3,36,3550
6354,0,TATUI,SP,644,0,0,SUDESTE,35,3554003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,3554
6355,1,SUZANO,SP,317,1,0,SUDESTE,35,3552502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,3552
6356,0,QUEDAS DO IGUACU,PR,584,0,0,SUL,41,4120903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,63,4120
6357,0,SAO PAULO,SP,849,0,0,SUDESTE,35,3550308,0,0,1,0,0,0,0,0,0,0,1,0,0,34.33,0,1,3,39,3550
6358,0,AMERICANA,SP,447,0,0,SUDESTE,35,3501608,101,1,0,0,0,0,51,1,0,0,1,0,0,0,59.33,1,3,35,3501
6359,0,PROMISSAO,SP,194,1,0,SUDESTE,35,3541604,0,0,0,16.86,0,0,0,0,0,20.74,1,0,101,0,0,1,3,32,3541
6360,0,SAO PAULO,SP,894,0,0,SUDESTE,35,3550308,1,98.6,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,2,36,3550
6361,0,JUNDIAI,SP,491,1,0,SUDESTE,35,3525904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,36,3525
6362,0,FRANCISCO MORATO,SP,482,0,0,SUDESTE,35,3516309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,3516
6363,0,SAO PAULO,SP,934,0,0,SUDESTE,35,3550308,1,100.5,0,0,1,0,51,1,0,20.74,1,0,0,0,101,1,3,28,3550
6364,0,MAUA,SP,873,0,0,SUDESTE,35,3529401,1,79.81,0,45.62,6.26,1,74.11,101,51.05,20.74,1,0,101,0,101,1,3,38,3529
6365,0,RUBIATABA,GO,866,0,0,CENTRO-OESTE,52,5218904,1.85,35.48,0,38.99,1,0,51,1,0,20.74,1,0,101,0,101,1,1,58,5218
6366,0,SAO VICENTE,SP,521,0,0,SUDESTE,35,3551009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,37,3551
6367,0,SOROCABA,SP,794,0,0,SUDESTE,35,3552205,10.62,75.7,0,16.86,46.83,1,1.09,101,101,20.74,1,0,101,0,101,1,2,36,3552
6368,0,FILADELFIA,BA,432,1,1,NORDESTE,29,2910859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,2910
6369,0,ITATIBA,SP,591,0,0,SUDESTE,35,3523404,1.05,33.67,4.19,42.36,1,0,51,1,0,20.74,1,0,84.33,76,101,1,3,31,3523
6370,0,SAO BERNARDO DO CAMPO,SP,408,0,0,SUDESTE,35,3548708,1.04,78.61,0,0,6,1,99.2,101,2.67,67.4,97.4,0,92.67,0,101,1,3,29,3548
6371,1,SAO CRISTOVAO,SE,711,1,1,NORDESTE,28,2806701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,55,2806
6372,0,BACABAL,MA,345,0,0,NORDESTE,21,2101202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,2101
6373,0,PIRACAIA,SP,588,1,1,SUDESTE,35,3538600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,3538
6374,0,VARZEA PAULISTA,SP,411,0,0,SUDESTE,35,3556503,1.02,22.89,0,0,12.11,1,27.89,101,101,10.97,1,0,0,0,101,1,1,21,3556
6375,1,RIO DE JANEIRO,RJ,620,0,0,SUDESTE,33,3304557,1,100.6,0,63.91,47.36,6.08,1,101,101,100.1,25.84,0,101,0,101,1,1,79,3304
6376,0,SANTO ANDRE,SP,892,0,0,SUDESTE,35,3547809,0,0,1,0,0,0,0,0,0,0,1,0,0,59.33,0,1,3,37,3547
6377,0,SAO PAULO,SP,550,0,0,SUDESTE,35,3550308,4.26,16.97,0,5,1,0,51,1,0,20.74,1,0,84.33,0,101,1,3,39,3550
6378,0,SAO BERNARDO DO CAMPO,SP,712,0,0,SUDESTE,35,3548708,1,101,1,0,1,0,89.08,76,87.97,38.99,98.8,101,0,101,101,1,3,36,3548
6379,0,ITAQUAQUECETUBA,SP,934,0,0,SUDESTE,35,3523107,1.03,58.13,17.77,96.79,1,0,51,1,0,20.74,1,0,101,101,0,1,3,38,3523
6380,0,ITAQUAQUECETUBA,SP,294,0,0,SUDESTE,35,3523107,1,101,51.4,50.3,9.82,78.85,5.74,101,100.9,98.05,96.68,0,67.67,76,101,1,3,41,3523
6381,1,SAO PAULO,SP,470,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,3550
6382,0,TABOAO DA SERRA,SP,550,0,0,SUDESTE,35,3552809,1.57,35.62,99.45,62.69,1,0,27.89,101,41.87,61.44,90.73,0,26,101,101,1,3,37,3552
6383,0,TAQUARITINGA,SP,896,0,0,SUDESTE,35,3553708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,3553
6384,0,SAO PAULO,SP,328,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,3550
6385,1,SAO PAULO,SP,684,1,0,SUDESTE,35,3550308,101,1,0,0,0,0,51,1,0,0,1,0,0,0,17.67,0,3,34,3550
6386,0,MOGI DAS CRUZES,SP,514,1,0,SUDESTE,35,3530607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,3530
6387,0,CAXIAS DO SUL,RS,637,0,0,SUL,43,4305108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,4305
6388,0,ITAQUAQUECETUBA,SP,688,0,0,SUDESTE,35,3523107,1,56.46,101,90.77,22.52,18.19,1,101,100.5,67.4,19.31,0,101,101,101,1,3,36,3523
6389,0,GUARAREMA,SP,900,0,0,SUDESTE,35,3518305,1,47.88,16.4,96.62,2.69,1,51,101,23.82,54.7,1,0,101,101,101,1,3,36,3518
6390,0,SAO PAULO,SP,682,0,0,SUDESTE,35,3550308,2.51,45.34,19.97,10.97,1,0,51,17.67,1,30.13,101,0,101,92.67,42.67,1,3,36,3550
6391,0,CARAPICUIBA,SP,835,0,0,SUDESTE,35,3510609,1,94.59,1,0,1,0,51,34.33,0,10.97,101,0,51,59.33,101,1,3,38,3510
6392,0,MANAUS,AM,775,0,0,NORTE,13,1302603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,53,1302
6393,0,TERESINA,PI,877,0,0,NORDESTE,22,2211001,1.05,100.3,1,0,1,0,51,59.33,1,20.74,1,0,0,101,101,1,3,56,2211
6394,1,SAO PAULO,SP,211,1,1,SUDESTE,35,3550308,1.83,55.53,0,0,22.43,1,51,101,0,30.13,100.8,0,59.33,0,67.67,1,3,38,3550
6395,0,SAO PAULO,SP,701,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,3550
6396,1,CAMPINAS,SP,695,0,0,SUDESTE,35,3509502,1,101,98.58,22.65,4.13,1,89.08,101,94.6,61.44,77.65,0,101,101,101,1,3,36,3509
6397,1,GUARULHOS,SP,517,1,0,SUDESTE,35,3518800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,37,3518
6398,0,FERRAZ DE VASCONCELOS,SP,618,1,0,SUDESTE,35,3515707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,3515
6399,0,RIO DE JANEIRO,RJ,739,0,0,SUDESTE,33,3304557,1.69,64.5,35.33,73.59,1,0,89.08,59.33,13.52,67.4,93.33,0,42.67,101,101,1,3,37,3304
6400,0,SUMARE,SP,871,0,0,SUDESTE,35,3552403,1,99.57,1,16.86,1,0,74.11,92.67,20.92,67.4,73.71,101,42.67,51,101,1,3,35,3552
6401,0,CACHOEIRA PAULISTA,SP,835,0,0,SUDESTE,35,3508603,0,0,12.27,0,0,0,0,0,0,10.97,1,0,0,101,0,1,3,39,3508
6402,0,SANTO ANDRE,SP,826,0,0,SUDESTE,35,3547809,1.54,62.8,1,18.81,7.67,1,12.92,101,1,38.99,1,0,101,59.33,0,1,3,37,3547
6403,1,SAO PAULO,SP,220,0,0,SUDESTE,35,3550308,3.92,1,0,37.27,40.47,1,1.25,101,43.39,47.21,101,0,101,0,0,1,3,36,3550
6404,1,SAO PAULO,SP,311,0,0,SUDESTE,35,3550308,14.57,29.9,20.33,56.11,2,1,51,101,0,91.51,49.56,0,101,101,101,1,2,36,3550
6405,0,ITAQUAQUECETUBA,SP,913,0,0,SUDESTE,35,3523107,1.15,93.17,0,0,1,0,51,1,0,30.13,1,0,0,0,101,1,3,33,3523
6406,1,SAO PAULO,SP,461,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,3550
6407,0,RIO BRANCO,AC,561,0,0,NORTE,12,1200401,1,95.99,0,14.91,8.69,1,51,101,98.74,81.05,1,0,101,0,101,1,1,53,1200
6408,0,SAO PAULO,SP,841,0,0,SUDESTE,35,3550308,1.22,61.31,101,94.79,6.56,1,27.89,101,30.35,47.21,1,0,101,101,101,1,3,40,3550
6409,0,GUARULHOS,SP,474,1,0,SUDESTE,35,3518800,101,1,95,24.55,62.54,1,1.67,101,100.5,10.97,1,0,92.67,76,101,1,2,35,3518
6410,0,SAO PAULO,SP,510,0,0,SUDESTE,35,3550308,3.34,24.98,0,31.95,85.62,1,1,101,101,67.4,1,0,101,0,51,1,3,35,3550
6411,0,CAMPINAS,SP,866,1,0,SUDESTE,35,3509502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,3509
6412,0,SAO JOSE DOS CAMPOS,SP,777,1,0,SUDESTE,35,3549904,37.33,50.55,1,0,1,0,89.08,76,1,20.74,1,0,0,17.67,84.33,1,1,39,3549
6413,0,PETROPOLIS,RJ,658,0,0,SUDESTE,33,3303906,101,4.46,43.89,0,1,0,51,1,0,20.74,1,0,0,101,101,1,1,78,3303
6414,0,TRES RIOS,RJ,824,0,0,SUDESTE,33,3306008,1,95.85,1,79.57,5.79,1,2.8,101,81.48,100.9,56.46,0,101,59.33,101,1,1,75,3306
6415,0,SAO PAULO,SP,500,0,0,SUDESTE,35,3550308,13.42,66.83,4.31,28.29,6.26,1,12.92,101,1,30.13,1,0,101,84.33,84.33,1,3,57,3550
6416,0,MACAPA,AP,553,0,0,NORTE,16,1600303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,1600
6417,0,SERTAOZINHO,SP,563,1,0,SUDESTE,35,3551702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,3551
6418,0,SAO PAULO,SP,820,0,0,SUDESTE,35,3550308,1.74,32.39,13.95,47.21,1,0,96.26,92.67,27.35,38.99,1,0,101,101,101,1,3,35,3550
6419,0,OSASCO,SP,754,0,0,SUDESTE,35,3534401,1,76.97,0,93.17,5.55,97.95,5.74,101,16.43,91.51,87.62,0,101,26,101,1,3,37,3534
6420,0,SAO PAULO,SP,336,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,3550
6421,0,GUARULHOS,SP,900,0,0,SUDESTE,35,3518800,1,100.9,0,82.44,9.77,1,27.89,101,101,61.44,24.37,92.67,101,0,101,1,3,37,3518
6422,1,MORUNGABA,SP,389,0,0,SUDESTE,35,3532009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,3532
6423,1,MORUNGABA,SP,389,0,0,SUDESTE,35,3532009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,3532
6424,1,SANTOS,SP,669,0,0,SUDESTE,35,3548500,8.52,23.03,0,0,1,0,51,1,0,20.74,1,0,0,0,101,1,2,43,3548
6425,0,RIBEIRAO PRETO,SP,864,0,0,SUDESTE,35,3543402,1,100.5,0,0,1,0,51,34.33,0,10.97,1,0,0,0,101,1,3,33,3543
6426,0,ARAUCARIA,PR,635,0,0,SUL,41,4101804,1,99.15,0,89.1,1,1,51,101,0,72.63,27.16,0,101,0,101,1,3,50,4101
6427,0,CAMPINAS,SP,158,1,0,SUDESTE,35,3509502,101,1,0,0,0,0,51,1,0,0,1,0,1,0,0,0,3,50,3509
6428,0,RECIFE,PE,550,0,0,NORDESTE,26,2611606,101,1,0,0,1,0,51,1,0,0,101,0,0,0,92.67,1,1,72,2611
6429,0,GUARULHOS,SP,871,0,0,SUDESTE,35,3518800,1,100.8,0,0,1,0,51,51,0,38.99,1,0,0,101,101,1,3,35,3518
6430,0,SAO PAULO,SP,531,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,55,3550
6431,0,BRASILIA,DF,0,0,0,CENTRO-OESTE,53,5300108,1,101,0,96.79,1,0,51,1,0,61.44,59.28,0,101,101,101,1,3,54,5300
6432,0,SAO PAULO,SP,764,1,0,SUDESTE,35,3550308,1,98.93,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,3,36,3550
6433,0,IMPERATRIZ,MA,701,1,0,NORDESTE,21,2105302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,2105
6434,0,CAXIAS DO SUL,RS,646,0,0,SUL,43,4305108,1,96.08,101,81.05,7.87,25.03,1.03,101,100.2,99.9,13.88,0,101,101,101,1,3,66,4305
6435,0,RECIFE,PE,614,0,0,NORDESTE,26,2611606,11.99,43.22,0,85.55,4.01,1,27.89,101,79.55,87.17,56.81,0,101,0,101,1,3,61,2611
6436,0,EXTREMA,MG,614,0,0,SUDESTE,31,3125101,8.59,33.4,0,58.84,21.07,14.36,1,101,62.89,99.66,2.81,0,101,0,101,1,3,35,3125
6437,1,FERRAZ DE VASCONCELOS,SP,720,0,0,SUDESTE,35,3515707,1,1,0,38.99,2.59,1,51,101,0,77.16,1,0,101,0,0,1,3,37,3515
6438,0,FERRAZ DE VASCONCELOS,SP,720,0,0,SUDESTE,35,3515707,1,1,0,38.99,2.59,1,51,101,0,77.16,1,0,101,0,0,1,3,37,3515
6439,0,CAMPO LIMPO PAULISTA,SP,871,0,0,SUDESTE,35,3509601,1,18.87,100.3,0,5.17,1,51,101,63.93,30.13,69.23,0,76,101,101,1,3,36,3509
6440,0,IMPERATRIZ,MA,550,1,0,NORDESTE,21,2105302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,2105
6441,0,LAJEADO,RS,690,1,0,SUL,43,4311403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,4311
6442,0,EMBU DAS ARTES,SP,218,0,0,SUDESTE,35,3515004,101,1,0,0,0,1,51,101,0,0,1,0,1,0,0,1,2,37,3515
6443,1,LIMEIRA,SP,226,0,1,SUDESTE,35,3526902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,3526
6444,1,SUZANO,SP,635,0,0,SUDESTE,35,3552502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,36,3552
6445,0,MANAUS,AM,574,0,0,NORTE,13,1302603,0,0,0,67.4,0,0,0,0,0,10.97,1,0,101,0,0,1,3,52,1302
6446,0,SAO JOSE DOS CAMPOS,SP,642,1,0,SUDESTE,35,3549904,1.01,92.67,22.66,0,1,0,99.2,101,100.8,20.74,81.45,0,0,76,101,1,1,24,3549
6447,0,POCOS DE CALDAS,MG,830,0,0,SUDESTE,31,3151800,2.75,61.3,0,0,1,0,89.08,101,66.52,10.97,1,0,0,0,101,1,3,63,3151
6448,0,GUARULHOS,SP,898,0,0,SUDESTE,35,3518800,1,83.15,101,30.13,1,0,51,1,0,54.7,31.72,0,101,101,101,1,2,36,3518
6449,0,CARAPICUIBA,SP,635,1,0,SUDESTE,35,3510609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,3510
6450,1,POUSO ALEGRE,MG,326,1,0,SUDESTE,31,3152501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,3152
6451,0,BANANAL,SP,383,1,0,SUDESTE,35,3504909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,3504
6452,0,SOROCABA,SP,478,1,0,SUDESTE,35,3552205,1.9,48.48,1,96.79,45.44,1,27.89,101,101,67.4,101,0,101,9.33,0,1,3,35,3552
6453,1,CONCHAS,SP,527,0,0,SUDESTE,35,3512308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,37,3512
6454,1,SAO PAULO,SP,835,0,0,SUDESTE,35,3550308,1.03,72.07,101,0,1,0,74.11,59.33,0,30.13,69.23,0,101,101,101,1,3,52,3550
6455,1,ANAPOLIS,GO,332,0,0,CENTRO-OESTE,52,5201108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,58,5201
6456,0,GOIANIA,GO,387,1,0,CENTRO-OESTE,52,5208707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,58,5208
6457,0,VARGEM GRANDE PAULISTA,SP,379,0,0,SUDESTE,35,3556453,1,1,0,28.29,7.25,1,12.92,101,61.17,30.13,1,0,101,0,0,1,3,33,3556
6458,0,SAO PAULO,SP,904,0,0,SUDESTE,35,3550308,101,1,14.41,0,1,0,51,9.33,0,10.97,101,0,0,101,92.67,1,3,56,3550
6459,1,VARZEA PAULISTA,SP,419,1,0,SUDESTE,35,3556503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,3556
6460,0,GOIANIA,GO,561,0,0,CENTRO-OESTE,52,5208707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,5208
6461,0,JOAO PESSOA,PB,718,0,0,NORDESTE,25,2507507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,2507
6462,0,SERRA,ES,614,1,0,SUDESTE,32,3205002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,3205
6463,0,MOGI GUACU,SP,820,0,0,SUDESTE,35,3530706,1.19,96.63,100.9,6.99,1,0,51,51,0,30.13,1,0,101,101,101,1,3,35,3530
6464,0,SANTOS,SP,404,0,0,SUDESTE,35,3548500,15.99,1,0,42.36,38.5,1,2.8,84.33,90.77,10.97,1,0,84.33,0,0,1,3,41,3548
6465,1,CRUZEIRO,SP,527,0,0,SUDESTE,35,3513405,1,101,0,37.27,1,0,74.11,92.67,1,87.17,16.04,0,101,0,101,1,3,37,3513
6466,0,PINDAMONHANGABA,SP,777,1,0,SUDESTE,35,3538006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,38,3538
6467,0,CAIUA,SP,190,0,0,SUDESTE,35,3509106,101,1,0,20.74,101,1,1.01,101,97.79,61.44,1,0,101,0,0,1,3,37,3509
6468,0,MACEIO,AL,688,1,0,NORDESTE,27,2704302,1.01,1,0,0,10.09,1,27.89,101,11.5,20.74,98.68,0,0,0,101,1,3,61,2704
6469,0,SAO PAULO,SP,455,0,0,SUDESTE,35,3550308,1,25.28,0,79.57,6.06,1,12.92,101,18.87,98.05,55.39,0,101,0,101,1,1,67,3550
6470,0,MONTE MOR,SP,779,0,0,SUDESTE,35,3531803,1,26.23,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,3,66,3531
6471,0,SALVADOR,BA,750,0,0,NORDESTE,29,2927408,1.33,54.3,94.4,0,1,0,51,1,0,67.4,95.14,0,0,101,101,1,1,53,2927
6472,0,PORTO ALEGRE,RS,788,0,0,SUL,43,4314902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,4314
6473,1,GUARULHOS,SP,239,1,0,SUDESTE,35,3518800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,3518
6474,1,SUZANO,SP,603,1,0,SUDESTE,35,3552502,18.83,52.94,0,0,1,0,51,17.67,0,10.97,1,0,0,0,101,1,3,30,3552
6475,0,LEME,SP,777,1,1,SUDESTE,35,3526704,6.33,43.55,0,8.98,1,0,100.8,92.67,12.74,67.4,93.27,0,101,0,101,1,1,38,3526
6476,0,SAO BERNARDO DO CAMPO,SP,792,0,0,SUDESTE,35,3548708,14.37,11.37,0,94.02,11,97.95,12.92,101,32.14,38.99,98.68,0,101,0,101,1,1,27,3548
6477,0,GUARULHOS,SP,658,0,0,SUDESTE,35,3518800,101,1,9.86,8.98,55.55,1,1.67,101,96.1,20.74,1,0,101,101,0,1,3,35,3518
6478,0,GUARULHOS,SP,817,0,0,SUDESTE,35,3518800,1,101,1,68.51,3.27,48.83,89.08,101,101,77.16,1,101,101,59.33,101,1,3,34,3518
6479,0,RIO GRANDE DA SERRA,SP,565,1,0,SUDESTE,35,3544103,1.74,75.71,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,1,37,3544
6480,0,SAO PAULO,SP,349,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,3550
6481,0,SAO PAULO,SP,817,0,0,SUDESTE,35,3550308,1,94.52,0,0,1,0,51,1,0,20.74,1,0,0,101,101,1,3,30,3550
